city,city_cost_index,num_days,budget_tier,group_size,season,avg_place_rating,num_places,pct_history,pct_culture,pct_nature,pct_food,pct_nightlife,pct_shopping,total_cost_inr
Agra,0.75,9,high,5,shoulder,4.9,27,0.077,0.308,0.174,0.067,0.136,0.238,175364.91
Kochi,0.95,6,low,4,off_peak,3.75,12,0.394,0.165,0.228,0.007,0.11,0.095,21459.87
Amritsar,0.8,7,low,1,shoulder,4.83,14,0.334,0.037,0.009,0.11,0.109,0.402,11658.73
Manali,0.9,10,medium,5,shoulder,3.97,30,0.143,0.277,0.19,0.014,0.086,0.291,63978.92
Shimla,0.95,5,medium,2,peak,4.64,15,0.191,0.021,0.189,0.001,0.311,0.287,36491.15
Hyderabad,1.05,9,low,3,off_peak,3.87,27,0.217,0.248,0.013,0.264,0.035,0.222,38650.11
Paris,3.2,5,medium,4,off_peak,3.99,15,0.333,0.013,0.085,0.029,0.103,0.437,135077.19
Istanbul,1.8,3,high,2,shoulder,3.24,9,0.282,0.156,0.227,0.133,0.027,0.175,35098.81
Rishikesh,0.75,8,low,2,off_peak,3.78,24,0.16,0.019,0.033,0.609,0.084,0.095,14018.36
Istanbul,1.8,3,high,3,shoulder,4.7,9,0.196,0.032,0.15,0.327,0.295,0.001,81251.92
New York,3.6,9,high,4,peak,3.82,27,0.024,0.031,0.066,0.101,0.554,0.223,936293.85
London,3.4,3,low,1,peak,4.17,6,0.033,0.119,0.194,0.556,0.012,0.086,24527.8
Paris,3.2,5,medium,4,peak,3.68,10,0.01,0.289,0.288,0.038,0.253,0.123,122768.0
Shimla,0.95,6,medium,2,shoulder,4.39,18,0.253,0.303,0.256,0.001,0.05,0.137,22271.19
Amritsar,0.8,4,medium,5,off_peak,3.29,12,0.111,0.28,0.181,0.034,0.034,0.36,36917.94
Manali,0.9,4,low,6,shoulder,3.77,8,0.189,0.259,0.046,0.1,0.349,0.057,27978.43
Manali,0.9,2,high,2,peak,4.32,6,0.085,0.053,0.335,0.344,0.067,0.117,20608.98
Kochi,0.95,9,medium,2,shoulder,4.93,27,0.23,0.121,0.317,0.07,0.186,0.075,50954.31
Bengaluru,1.2,5,medium,2,off_peak,3.93,15,0.051,0.085,0.131,0.213,0.418,0.102,31645.61
Varanasi,0.7,6,low,4,peak,4.7,18,0.073,0.406,0.251,0.145,0.004,0.121,27433.02
Pune,1.0,8,medium,5,peak,3.41,24,0.16,0.063,0.089,0.269,0.058,0.36,133521.74
New York,3.6,8,medium,6,peak,3.65,16,0.275,0.124,0.255,0.116,0.127,0.103,393195.35
Bengaluru,1.2,10,medium,3,shoulder,3.61,30,0.131,0.04,0.407,0.081,0.22,0.121,62209.08
Chennai,1.05,5,medium,5,shoulder,4.37,15,0.05,0.068,0.064,0.268,0.118,0.431,81388.61
Pune,1.0,9,medium,3,off_peak,4.29,27,0.115,0.311,0.196,0.097,0.23,0.051,51918.99
Amritsar,0.8,10,medium,3,off_peak,3.65,20,0.349,0.049,0.403,0.039,0.16,0.001,33756.5
Tokyo,3.0,3,low,6,shoulder,3.94,9,0.081,0.079,0.043,0.202,0.529,0.067,72842.09
Pune,1.0,3,medium,6,off_peak,3.82,9,0.072,0.54,0.158,0.04,0.129,0.06,29053.91
Goa,1.3,5,low,2,shoulder,3.63,15,0.069,0.598,0.004,0.139,0.158,0.032,20381.32
Delhi,1.1,4,medium,5,peak,3.46,12,0.289,0.06,0.128,0.071,0.169,0.283,53496.66
Dubai,2.8,2,low,3,off_peak,4.68,6,0.18,0.041,0.098,0.009,0.455,0.217,21997.84
Manali,0.9,7,high,6,shoulder,3.99,14,0.166,0.179,0.125,0.139,0.241,0.15,151692.28
Udaipur,1.0,3,low,3,off_peak,4.11,9,0.24,0.146,0.09,0.03,0.242,0.251,14300.95
Goa,1.3,5,low,6,off_peak,4.93,10,0.034,0.402,0.165,0.24,0.024,0.136,29322.06
Chennai,1.05,5,low,2,shoulder,4.14,15,0.049,0.009,0.01,0.548,0.113,0.27,18823.52
Manali,0.9,5,medium,2,shoulder,4.95,15,0.284,0.085,0.08,0.226,0.063,0.261,30850.38
Bangkok,1.6,3,high,6,shoulder,4.61,9,0.239,0.227,0.032,0.089,0.38,0.034,101727.72
Bali,1.5,9,medium,4,peak,3.94,18,0.113,0.25,0.212,0.008,0.306,0.111,164416.97
New York,3.6,1,medium,2,off_peak,3.85,2,0.25,0.221,0.16,0.31,0.014,0.045,12927.7
Manali,0.9,2,low,6,off_peak,4.7,6,0.183,0.083,0.127,0.319,0.138,0.149,13077.11
Dubai,2.8,3,low,4,off_peak,3.73,6,0.352,0.011,0.117,0.222,0.199,0.098,42562.25
Rishikesh,0.75,4,low,6,shoulder,3.9,12,0.221,0.154,0.031,0.415,0.014,0.163,19739.97
Manali,0.9,4,medium,2,peak,4.23,12,0.274,0.173,0.093,0.02,0.261,0.18,22982.82
New York,3.6,7,low,6,off_peak,4.72,14,0.067,0.104,0.505,0.052,0.11,0.161,157979.04
Mumbai,1.4,8,low,2,shoulder,3.47,16,0.113,0.47,0.004,0.294,0.01,0.109,34411.7
Barcelona,2.5,9,medium,2,shoulder,3.33,18,0.539,0.127,0.039,0.265,0.022,0.008,84991.24
Shimla,0.95,9,high,5,peak,4.95,27,0.253,0.09,0.137,0.226,0.05,0.244,210397.32
Shimla,0.95,8,high,1,off_peak,4.41,24,0.15,0.041,0.158,0.13,0.088,0.432,36644.03
Jaipur,0.8,2,medium,4,off_peak,4.73,4,0.189,0.095,0.075,0.462,0.091,0.088,13514.91
Amsterdam,2.9,1,medium,2,off_peak,3.95,2,0.03,0.006,0.227,0.1,0.104,0.533,15233.89
Manali,0.9,1,medium,5,peak,4.49,2,0.364,0.007,0.252,0.139,0.193,0.045,13203.5
Bangkok,1.6,10,low,4,shoulder,3.27,20,0.031,0.237,0.318,0.23,0.113,0.071,67734.31
Amritsar,0.8,9,medium,4,shoulder,4.56,18,0.17,0.059,0.276,0.332,0.057,0.105,53761.12
Amsterdam,2.9,1,medium,6,shoulder,4.51,3,0.101,0.516,0.175,0.054,0.082,0.071,38613.53
Udaipur,1.0,3,medium,5,shoulder,4.55,6,0.006,0.077,0.766,0.075,0.022,0.054,22731.68
Bengaluru,1.2,5,low,1,shoulder,4.3,10,0.113,0.222,0.262,0.247,0.045,0.111,7031.74
Varanasi,0.7,10,low,3,peak,3.53,20,0.09,0.136,0.003,0.001,0.456,0.315,48282.5
Istanbul,1.8,8,medium,5,shoulder,4.45,16,0.54,0.013,0.093,0.155,0.083,0.116,135248.74
Amsterdam,2.9,2,low,4,peak,3.71,4,0.291,0.119,0.03,0.285,0.081,0.194,45652.67
Tokyo,3.0,10,low,5,off_peak,4.61,30,0.166,0.126,0.361,0.077,0.184,0.087,178248.27
Agra,0.75,9,medium,4,shoulder,4.26,27,0.189,0.039,0.049,0.021,0.238,0.464,85009.69
Bangkok,1.6,1,low,4,off_peak,3.97,2,0.105,0.097,0.154,0.078,0.422,0.144,9639.34
Tokyo,3.0,7,high,6,shoulder,4.23,21,0.015,0.091,0.341,0.332,0.158,0.063,404150.72
Varanasi,0.7,5,medium,5,off_peak,4.0,10,0.363,0.253,0.157,0.017,0.201,0.01,26681.87
Singapore,2.9,3,low,6,shoulder,4.4,9,0.458,0.094,0.115,0.074,0.005,0.254,66284.96
Manali,0.9,10,high,5,shoulder,3.31,20,0.229,0.153,0.438,0.059,0.109,0.011,126581.46
Dubai,2.8,5,medium,2,off_peak,3.41,15,0.014,0.159,0.416,0.268,0.123,0.02,48077.16
Dubai,2.8,9,low,6,off_peak,4.71,18,0.082,0.174,0.396,0.215,0.053,0.08,125657.41
Amritsar,0.8,10,medium,3,off_peak,3.24,30,0.026,0.264,0.008,0.11,0.018,0.575,52616.23
Paris,3.2,4,medium,5,off_peak,3.48,8,0.054,0.096,0.035,0.011,0.464,0.34,168499.88
Hyderabad,1.05,9,medium,2,shoulder,3.96,18,0.075,0.221,0.066,0.559,0.054,0.025,52218.85
Chennai,1.05,9,high,1,off_peak,4.12,27,0.106,0.052,0.41,0.191,0.085,0.156,28955.8
Bali,1.5,4,low,1,off_peak,3.85,8,0.182,0.318,0.068,0.168,0.204,0.061,5386.18
Dubai,2.8,5,low,1,off_peak,4.56,15,0.086,0.005,0.031,0.189,0.562,0.127,27518.61
Bali,1.5,1,low,1,shoulder,3.89,3,0.018,0.062,0.414,0.288,0.14,0.078,2496.54
Jaipur,0.8,1,low,6,shoulder,4.37,3,0.119,0.316,0.029,0.333,0.027,0.176,5676.88
Rome,2.7,3,medium,5,off_peak,4.32,6,0.011,0.414,0.091,0.128,0.066,0.29,86334.78
Amritsar,0.8,5,low,6,off_peak,3.72,10,0.158,0.034,0.159,0.068,0.495,0.086,24308.98
New York,3.6,1,medium,6,off_peak,4.01,3,0.257,0.126,0.141,0.058,0.161,0.257,36162.51
Delhi,1.1,2,medium,4,shoulder,4.12,6,0.022,0.754,0.046,0.102,0.026,0.051,18350.21
Varanasi,0.7,5,medium,2,off_peak,4.64,15,0.295,0.067,0.046,0.127,0.311,0.154,16260.27
Bangkok,1.6,3,low,6,peak,3.38,6,0.035,0.146,0.272,0.152,0.049,0.347,44005.96
London,3.4,5,medium,4,peak,3.9,15,0.112,0.123,0.215,0.027,0.003,0.521,179337.55
Jaipur,0.8,3,medium,1,peak,3.54,9,0.243,0.176,0.447,0.05,0.083,0.001,4888.15
Pune,1.0,3,medium,2,off_peak,4.8,6,0.174,0.383,0.028,0.117,0.231,0.068,14709.79
Amritsar,0.8,10,low,5,peak,4.65,20,0.003,0.565,0.007,0.091,0.229,0.106,80368.95
Delhi,1.1,1,medium,2,peak,4.2,3,0.166,0.026,0.308,0.111,0.102,0.287,6720.75
New York,3.6,8,medium,4,peak,3.65,16,0.206,0.12,0.131,0.062,0.091,0.391,372378.31
Shimla,0.95,3,low,6,shoulder,4.42,9,0.087,0.088,0.408,0.256,0.131,0.03,21140.9
Barcelona,2.5,6,high,1,shoulder,4.34,18,0.243,0.277,0.245,0.025,0.108,0.102,68656.47
Amritsar,0.8,7,medium,1,off_peak,4.0,21,0.28,0.006,0.129,0.179,0.015,0.392,11149.24
Dubai,2.8,4,low,1,shoulder,4.92,8,0.141,0.241,0.048,0.412,0.015,0.144,27954.91
Goa,1.3,6,medium,1,shoulder,3.72,12,0.194,0.038,0.309,0.146,0.285,0.029,17735.19
Delhi,1.1,10,medium,1,shoulder,4.84,30,0.501,0.025,0.277,0.049,0.106,0.043,24186.25
Jaipur,0.8,7,low,2,peak,4.67,21,0.085,0.035,0.218,0.02,0.214,0.429,24492.59
Paris,3.2,1,low,5,peak,4.21,2,0.051,0.237,0.092,0.221,0.067,0.332,29194.42
Paris,3.2,5,medium,6,peak,3.64,15,0.012,0.043,0.08,0.016,0.799,0.05,311803.22
Bangkok,1.6,7,low,5,peak,3.45,14,0.009,0.285,0.164,0.422,0.02,0.1,81098.2
London,3.4,8,medium,5,off_peak,4.66,24,0.07,0.392,0.136,0.244,0.113,0.044,231568.48
Rome,2.7,4,medium,3,shoulder,4.91,8,0.1,0.022,0.317,0.041,0.476,0.044,96078.14
Istanbul,1.8,1,high,6,shoulder,3.74,3,0.033,0.008,0.167,0.192,0.099,0.5,45143.0
London,3.4,8,high,4,shoulder,3.37,24,0.072,0.38,0.031,0.47,0.039,0.008,359248.91
Barcelona,2.5,6,high,4,off_peak,4.94,18,0.124,0.036,0.24,0.187,0.016,0.397,265203.61
Shimla,0.95,6,high,5,shoulder,4.75,12,0.152,0.066,0.456,0.317,0.007,0.002,78635.87
Varanasi,0.7,6,high,3,peak,4.87,18,0.075,0.113,0.159,0.108,0.182,0.364,96599.6
Istanbul,1.8,6,high,1,shoulder,3.54,12,0.382,0.147,0.111,0.285,0.019,0.056,40045.84
Shimla,0.95,9,low,2,off_peak,4.27,27,0.153,0.153,0.205,0.046,0.282,0.161,27634.45
Delhi,1.1,2,low,3,off_peak,4.12,4,0.068,0.111,0.024,0.056,0.217,0.524,12522.1
Paris,3.2,1,high,2,shoulder,3.91,3,0.119,0.442,0.042,0.043,0.033,0.322,28652.85
Udaipur,1.0,4,medium,3,off_peak,4.01,12,0.194,0.007,0.058,0.376,0.215,0.149,27593.87
Hyderabad,1.05,2,medium,2,shoulder,4.58,4,0.077,0.097,0.239,0.147,0.264,0.176,11515.25
Istanbul,1.8,5,low,1,peak,3.87,15,0.324,0.037,0.367,0.033,0.229,0.009,12494.81
Shimla,0.95,5,medium,4,off_peak,4.39,15,0.065,0.094,0.213,0.287,0.164,0.178,42361.87
Kochi,0.95,2,medium,5,peak,3.73,6,0.533,0.061,0.312,0.041,0.001,0.052,15733.12
New York,3.6,4,low,6,peak,4.85,8,0.263,0.08,0.423,0.097,0.125,0.012,94458.0
Hyderabad,1.05,7,medium,1,peak,3.3,14,0.089,0.21,0.339,0.336,0.011,0.015,20013.52
Goa,1.3,4,high,3,off_peak,3.52,12,0.28,0.076,0.155,0.246,0.116,0.127,64258.67
Amritsar,0.8,2,low,3,peak,4.62,4,0.309,0.279,0.038,0.21,0.086,0.078,9445.79
Amritsar,0.8,9,low,1,shoulder,3.89,27,0.066,0.008,0.033,0.038,0.839,0.015,14671.87
Rome,2.7,3,medium,6,off_peak,4.04,6,0.246,0.081,0.629,0.024,0.01,0.01,47136.09
Amsterdam,2.9,2,medium,3,shoulder,3.82,4,0.056,0.075,0.358,0.196,0.152,0.164,35954.7
London,3.4,8,low,3,off_peak,4.47,24,0.171,0.078,0.162,0.398,0.087,0.105,99076.47
Rishikesh,0.75,7,medium,4,peak,4.77,14,0.155,0.207,0.013,0.268,0.009,0.348,70714.99
Chennai,1.05,1,low,1,shoulder,4.01,2,0.039,0.021,0.223,0.025,0.334,0.358,1724.12
Udaipur,1.0,9,high,1,shoulder,4.77,27,0.098,0.323,0.31,0.164,0.055,0.049,28849.6
Varanasi,0.7,5,medium,2,shoulder,4.29,15,0.005,0.001,0.047,0.209,0.482,0.257,25379.25
Pune,1.0,10,low,6,shoulder,4.19,20,0.301,0.108,0.111,0.221,0.135,0.123,70810.4
Singapore,2.9,6,high,2,off_peak,3.91,12,0.137,0.207,0.194,0.125,0.323,0.014,131409.37
Amritsar,0.8,1,high,1,peak,3.66,3,0.023,0.466,0.034,0.029,0.038,0.409,5015.02
Udaipur,1.0,6,medium,6,off_peak,3.96,18,0.013,0.049,0.049,0.376,0.188,0.325,88429.36
Jaipur,0.8,6,medium,2,off_peak,3.95,12,0.381,0.014,0.005,0.18,0.361,0.058,21310.34
Pune,1.0,7,high,1,shoulder,3.4,14,0.043,0.413,0.298,0.209,0.007,0.03,20785.42
Shimla,0.95,4,medium,3,shoulder,3.41,12,0.047,0.315,0.501,0.021,0.073,0.043,17528.45
Agra,0.75,9,medium,1,peak,4.9,27,0.02,0.06,0.348,0.002,0.457,0.113,18692.2
Singapore,2.9,5,high,1,peak,4.14,10,0.052,0.006,0.062,0.003,0.174,0.703,110948.18
Tokyo,3.0,3,high,1,peak,4.87,6,0.158,0.2,0.008,0.004,0.233,0.398,75071.27
Bangkok,1.6,1,medium,1,peak,4.66,2,0.125,0.13,0.158,0.094,0.183,0.311,6804.16
Mumbai,1.4,8,medium,3,peak,3.95,24,0.074,0.057,0.029,0.298,0.011,0.531,131576.71
Chennai,1.05,6,low,4,peak,4.88,18,0.136,0.097,0.557,0.005,0.183,0.022,32149.9
London,3.4,5,medium,4,peak,3.94,10,0.193,0.207,0.116,0.298,0.186,0.0,191280.3
Delhi,1.1,1,low,6,shoulder,4.98,3,0.31,0.383,0.091,0.086,0.014,0.116,7113.31
Barcelona,2.5,10,medium,6,off_peak,3.43,20,0.388,0.019,0.127,0.024,0.143,0.299,236972.3
Singapore,2.9,9,medium,2,peak,4.04,18,0.166,0.057,0.081,0.005,0.097,0.595,184028.56
Kochi,0.95,2,medium,6,peak,3.54,6,0.069,0.208,0.038,0.138,0.118,0.429,33189.82
Kochi,0.95,9,high,3,shoulder,4.67,27,0.331,0.113,0.083,0.375,0.073,0.025,103450.89
Shimla,0.95,1,medium,2,peak,4.94,2,0.205,0.117,0.13,0.216,0.092,0.24,7617.25
Delhi,1.1,1,low,6,off_peak,3.51,3,0.092,0.268,0.085,0.38,0.145,0.03,7106.91
Istanbul,1.8,2,medium,4,shoulder,4.14,4,0.053,0.049,0.145,0.058,0.142,0.552,37638.77
Bangkok,1.6,8,medium,5,peak,3.35,16,0.208,0.134,0.112,0.05,0.136,0.36,175420.49
Hyderabad,1.05,8,medium,6,off_peak,3.94,16,0.02,0.199,0.259,0.04,0.483,0.0,88405.34
Bengaluru,1.2,8,high,4,peak,4.19,16,0.11,0.023,0.209,0.038,0.262,0.359,226462.52
Agra,0.75,3,medium,6,peak,3.62,9,0.141,0.158,0.195,0.04,0.33,0.136,35878.3
Varanasi,0.7,1,medium,6,off_peak,4.5,2,0.18,0.061,0.041,0.49,0.055,0.172,11415.05
Rishikesh,0.75,4,high,4,off_peak,3.51,8,0.205,0.128,0.09,0.121,0.216,0.24,37300.7
Manali,0.9,8,medium,3,shoulder,3.49,16,0.371,0.029,0.418,0.075,0.052,0.056,36702.87
Kochi,0.95,2,medium,1,peak,3.86,6,0.222,0.094,0.2,0.157,0.117,0.211,5228.11
Pune,1.0,6,high,3,off_peak,4.28,12,0.084,0.163,0.174,0.04,0.164,0.375,78998.9
Mumbai,1.4,5,low,3,peak,4.28,10,0.145,0.189,0.115,0.048,0.265,0.237,41720.18
Tokyo,3.0,7,high,6,peak,4.29,21,0.067,0.122,0.262,0.074,0.219,0.256,741507.41
Bangkok,1.6,1,high,5,peak,4.59,3,0.02,0.31,0.316,0.128,0.022,0.204,44991.39
Shimla,0.95,10,low,5,off_peak,4.13,20,0.079,0.053,0.06,0.562,0.035,0.211,61352.83
Amritsar,0.8,5,low,1,off_peak,4.18,15,0.009,0.058,0.393,0.145,0.284,0.111,5353.5
Barcelona,2.5,6,low,2,off_peak,3.24,12,0.017,0.001,0.024,0.684,0.084,0.189,45104.75
Bengaluru,1.2,9,low,4,off_peak,3.98,18,0.035,0.043,0.171,0.291,0.101,0.358,69968.94
Dubai,2.8,7,medium,4,off_peak,3.88,21,0.072,0.008,0.281,0.22,0.135,0.284,145379.21
Jaipur,0.8,6,low,4,off_peak,3.28,12,0.225,0.041,0.013,0.343,0.277,0.101,23648.07
Rishikesh,0.75,4,low,6,shoulder,4.41,12,0.198,0.21,0.085,0.159,0.187,0.161,22942.73
Mumbai,1.4,8,medium,5,off_peak,4.08,24,0.087,0.41,0.084,0.326,0.041,0.052,80437.3
Dubai,2.8,7,high,4,off_peak,3.82,21,0.097,0.258,0.096,0.353,0.071,0.125,295153.03
Hyderabad,1.05,6,medium,1,peak,4.17,12,0.014,0.346,0.064,0.031,0.114,0.431,19210.98
Dubai,2.8,3,low,1,shoulder,4.28,6,0.187,0.209,0.055,0.061,0.367,0.121,15203.1
Rome,2.7,2,medium,3,shoulder,3.56,4,0.235,0.09,0.275,0.194,0.156,0.05,34597.35
Udaipur,1.0,4,low,1,peak,4.77,8,0.416,0.019,0.259,0.144,0.102,0.06,6358.32
Chennai,1.05,5,medium,1,shoulder,3.37,10,0.047,0.057,0.101,0.224,0.089,0.481,15785.67
Agra,0.75,7,low,2,off_peak,3.35,14,0.055,0.033,0.782,0.041,0.032,0.058,7647.75
London,3.4,2,low,4,shoulder,4.19,6,0.111,0.036,0.458,0.112,0.272,0.01,31249.07
Bali,1.5,8,medium,1,off_peak,4.56,16,0.153,0.063,0.628,0.005,0.135,0.017,18718.99
Rome,2.7,6,low,4,off_peak,3.96,18,0.008,0.06,0.68,0.028,0.162,0.062,55980.35
Bangkok,1.6,6,medium,6,off_peak,4.93,18,0.214,0.07,0.211,0.058,0.163,0.285,119940.24
Bali,1.5,10,medium,1,peak,4.72,30,0.374,0.027,0.275,0.243,0.052,0.03,39931.54
Amritsar,0.8,6,low,6,shoulder,4.2,12,0.418,0.171,0.051,0.109,0.143,0.108,31399.1
Jaipur,0.8,7,medium,3,off_peak,4.39,21,0.507,0.134,0.081,0.213,0.022,0.043,23867.29
Chennai,1.05,4,medium,2,off_peak,4.33,12,0.181,0.144,0.079,0.355,0.112,0.131,16893.31
Udaipur,1.0,4,medium,6,off_peak,3.36,12,0.023,0.506,0.037,0.237,0.029,0.169,46458.15
Barcelona,2.5,10,medium,6,shoulder,3.33,20,0.061,0.073,0.451,0.306,0.006,0.102,174365.28
Mumbai,1.4,9,medium,3,peak,4.86,27,0.022,0.189,0.477,0.145,0.056,0.111,102349.65
Paris,3.2,10,medium,2,off_peak,4.02,30,0.287,0.314,0.039,0.173,0.165,0.022,119412.83
Singapore,2.9,2,medium,4,shoulder,4.51,6,0.039,0.077,0.026,0.498,0.208,0.151,79994.87
Delhi,1.1,9,medium,2,shoulder,4.39,18,0.205,0.161,0.089,0.365,0.02,0.16,51790.43
London,3.4,1,medium,3,peak,4.99,2,0.254,0.336,0.157,0.125,0.009,0.119,29758.47
Rome,2.7,1,high,4,off_peak,4.14,3,0.049,0.571,0.276,0.027,0.077,0.001,29086.48
Bengaluru,1.2,6,high,6,peak,3.36,18,0.23,0.314,0.097,0.104,0.106,0.149,149949.59
Agra,0.75,7,low,1,shoulder,4.24,14,0.231,0.017,0.189,0.366,0.048,0.149,7775.45
Kochi,0.95,10,medium,2,shoulder,3.74,30,0.399,0.228,0.007,0.018,0.254,0.094,40709.82
Rishikesh,0.75,5,medium,5,shoulder,3.94,15,0.139,0.014,0.238,0.175,0.393,0.042,36728.35
Dubai,2.8,10,low,4,peak,4.36,30,0.267,0.367,0.016,0.151,0.003,0.196,221180.87
Jaipur,0.8,7,low,1,peak,3.6,21,0.073,0.309,0.224,0.261,0.052,0.081,9336.91
Bangkok,1.6,10,medium,5,off_peak,4.25,20,0.083,0.012,0.118,0.026,0.133,0.628,190740.91
Barcelona,2.5,6,medium,6,shoulder,4.54,18,0.097,0.175,0.342,0.153,0.094,0.14,160418.98
Hyderabad,1.05,3,medium,1,shoulder,4.96,9,0.216,0.179,0.07,0.203,0.306,0.026,7202.91
Bali,1.5,1,medium,3,shoulder,3.95,3,0.176,0.061,0.032,0.416,0.137,0.178,15050.86
Chennai,1.05,5,low,2,shoulder,3.36,10,0.052,0.175,0.048,0.544,0.073,0.107,13568.61
Mumbai,1.4,10,high,3,shoulder,3.79,30,0.492,0.019,0.009,0.013,0.241,0.227,147256.95
Delhi,1.1,6,medium,3,off_peak,4.31,18,0.176,0.116,0.152,0.178,0.13,0.247,48454.22
Goa,1.3,1,medium,4,off_peak,3.85,3,0.088,0.015,0.062,0.145,0.2,0.49,13563.33
Udaipur,1.0,4,medium,6,shoulder,3.94,12,0.118,0.1,0.248,0.049,0.163,0.322,57949.24
Rishikesh,0.75,7,medium,5,shoulder,4.5,21,0.003,0.295,0.156,0.064,0.133,0.35,55753.48
Chennai,1.05,10,medium,2,peak,4.47,20,0.248,0.267,0.126,0.24,0.077,0.043,71531.94
Bangkok,1.6,6,medium,5,shoulder,4.04,18,0.036,0.037,0.27,0.04,0.263,0.354,110004.24
Udaipur,1.0,8,low,4,peak,4.15,16,0.02,0.366,0.288,0.019,0.102,0.204,51531.9
London,3.4,8,high,2,shoulder,4.54,24,0.19,0.082,0.008,0.563,0.081,0.075,281428.9
Rishikesh,0.75,6,low,2,off_peak,4.63,12,0.11,0.153,0.1,0.263,0.283,0.09,13272.63
Amritsar,0.8,5,medium,4,off_peak,4.08,10,0.334,0.173,0.049,0.039,0.214,0.19,35769.55
Tokyo,3.0,3,medium,3,shoulder,4.77,6,0.039,0.312,0.002,0.239,0.323,0.085,72789.05
Mumbai,1.4,6,high,2,shoulder,4.14,12,0.035,0.166,0.021,0.016,0.407,0.355,92838.63
Goa,1.3,2,high,6,off_peak,4.95,4,0.044,0.134,0.748,0.002,0.045,0.027,27542.38
Mumbai,1.4,5,medium,6,shoulder,4.34,15,0.077,0.074,0.11,0.331,0.044,0.364,101159.61
Amsterdam,2.9,3,low,5,off_peak,4.1,6,0.074,0.071,0.14,0.058,0.377,0.28,60766.39
Udaipur,1.0,2,low,5,peak,3.57,4,0.18,0.096,0.051,0.518,0.1,0.054,18302.99
New York,3.6,8,medium,2,shoulder,3.55,16,0.084,0.304,0.335,0.077,0.165,0.035,90565.72
Kochi,0.95,2,medium,1,peak,3.77,6,0.092,0.016,0.05,0.612,0.187,0.043,6586.39
Bangkok,1.6,2,low,3,shoulder,4.11,4,0.11,0.048,0.087,0.076,0.008,0.671,17062.82
Udaipur,1.0,3,low,5,off_peak,4.8,9,0.045,0.032,0.462,0.058,0.116,0.286,19796.09
New York,3.6,3,medium,1,shoulder,3.77,6,0.454,0.062,0.18,0.015,0.206,0.084,18678.72
Tokyo,3.0,10,low,6,off_peak,4.12,30,0.157,0.123,0.24,0.215,0.001,0.264,216564.33
Tokyo,3.0,10,high,2,shoulder,4.39,30,0.357,0.315,0.163,0.001,0.136,0.028,196571.7
Shimla,0.95,9,high,5,shoulder,3.46,27,0.344,0.005,0.018,0.13,0.244,0.259,170884.75
Istanbul,1.8,8,medium,2,peak,4.97,24,0.138,0.193,0.09,0.496,0.065,0.018,101244.98
Mumbai,1.4,10,high,3,shoulder,4.17,20,0.036,0.319,0.03,0.257,0.117,0.241,173944.23
Bengaluru,1.2,5,high,3,peak,4.6,15,0.042,0.266,0.086,0.1,0.129,0.377,127473.95
Varanasi,0.7,10,medium,5,shoulder,4.52,20,0.073,0.013,0.413,0.273,0.077,0.151,73313.85
Amritsar,0.8,5,medium,4,shoulder,3.4,10,0.172,0.015,0.212,0.059,0.227,0.316,33491.33
Goa,1.3,1,medium,5,shoulder,4.63,2,0.257,0.117,0.093,0.191,0.012,0.33,15440.57
Paris,3.2,5,medium,3,shoulder,3.51,15,0.001,0.141,0.087,0.125,0.564,0.082,93293.74
Delhi,1.1,1,low,1,shoulder,3.97,2,0.027,0.086,0.352,0.024,0.22,0.292,1805.19
Jaipur,0.8,7,medium,2,shoulder,3.92,21,0.082,0.143,0.591,0.048,0.001,0.134,17347.89
Mumbai,1.4,10,low,2,shoulder,3.95,20,0.432,0.034,0.007,0.036,0.121,0.371,42643.25
Bali,1.5,1,high,4,peak,4.18,2,0.337,0.035,0.09,0.366,0.095,0.076,26088.42
Rome,2.7,2,low,5,peak,3.33,4,0.126,0.471,0.015,0.031,0.282,0.074,42453.49
Goa,1.3,3,medium,6,peak,4.35,9,0.083,0.323,0.13,0.078,0.062,0.323,81535.87
Rishikesh,0.75,1,low,6,off_peak,4.35,2,0.024,0.029,0.088,0.471,0.212,0.176,6510.8
Bali,1.5,6,low,6,peak,3.71,18,0.01,0.631,0.09,0.231,0.036,0.003,68518.54
Kochi,0.95,1,low,3,shoulder,4.65,2,0.141,0.17,0.183,0.059,0.281,0.166,4908.03
Barcelona,2.5,1,low,5,shoulder,3.76,3,0.2,0.039,0.187,0.339,0.1,0.134,16265.68
Bengaluru,1.2,6,low,6,off_peak,4.78,18,0.003,0.013,0.029,0.704,0.171,0.079,69904.35
Paris,3.2,6,medium,5,shoulder,3.23,12,0.001,0.562,0.017,0.174,0.131,0.115,182153.87
Bali,1.5,9,low,2,shoulder,3.28,18,0.454,0.006,0.16,0.025,0.218,0.137,34311.12
Bali,1.5,2,medium,4,off_peak,4.1,6,0.262,0.256,0.237,0.033,0.043,0.17,19996.96
Udaipur,1.0,1,low,6,peak,3.94,2,0.011,0.054,0.479,0.269,0.151,0.036,6067.64
Shimla,0.95,2,high,6,off_peak,4.82,6,0.04,0.222,0.149,0.1,0.464,0.025,34996.57
Shimla,0.95,2,low,4,peak,3.52,4,0.007,0.035,0.57,0.165,0.211,0.012,9603.51
Jaipur,0.8,4,low,4,peak,3.78,8,0.124,0.197,0.275,0.198,0.025,0.181,26182.26
